img_url,card_name,double-sided,cost
https://cards.scryfall.io/large/front/c/c/cc9cfcc7-be64-4871-8d52-851e43fe3305.jpg?1696231214,"Gandalf, Friend of the Shire (The Lord of the Rings: Tales of Middle-earth #50)",False,4
https://cards.scryfall.io/large/front/b/c/bc40e6dd-0aa8-4c37-a2eb-4dc9662e416e.jpg?1695346534,Gandalf of the Secret Fire (Tales of Middle-earth Commander #507),False,4
https://cards.scryfall.io/large/front/e/2/e2b975e6-e709-481f-bfbc-41a832508283.jpg?1686969808,Gandalf the Grey (The Lord of the Rings: Tales of Middle-earth #207),False,5
https://cards.scryfall.io/large/front/e/3/e384c20b-d0c1-4781-9d11-e89e5a6bf3fc.jpg?1686967821,Gandalf the White (The Lord of the Rings: Tales of Middle-earth #19),False,5
https://cards.scryfall.io/large/front/5/6/56910251-6339-4f8b-b863-29caab4965d8.jpg?1686963744,"Gandalf, Westward Voyager (Tales of Middle-earth Commander #6)",False,5
https://cards.scryfall.io/large/front/b/4/b422ce26-06fb-4748-9c01-32c4be914a77.jpg?1687424784,"Gandalf, White Rider (The Lord of the Rings: Tales of Middle-earth #290)",False,4
https://cards.scryfall.io/large/front/4/e/4e446e90-6e31-43ed-bcb1-a01422b503c0.jpg?1592517214,"Gargos, Vicious Watcher (Core Set 2020 #172)",False,6
https://cards.scryfall.io/large/front/2/9/294c5f08-08e7-458f-8838-ff321dc5d9f2.jpg?1673307951,"Garna, Bloodfist of Keld (Dominaria United #200)",False,4
https://cards.scryfall.io/large/front/7/3/732797d3-59e1-4fff-bcf0-22c2606a7a5f.jpg?1673305528,"Garna, the Bloodflame (Dominaria United Commander #151)",False,5
https://cards.scryfall.io/large/front/2/3/23774462-9f17-4b50-a2ac-b2edd706bbfe.jpg?1626098353,Garth One-Eye (Modern Horizons 2 #197),False,5
https://cards.scryfall.io/large/front/3/5/3570143b-183b-4ae2-8806-3d0c4cd7406e.jpg?1593275530,"Garza Zol, Plague Queen (Coldsnap #129)",False,7
https://cards.scryfall.io/large/front/8/0/80bc07d5-bdbb-4a6d-8958-0c172ea80245.jpg?1591234237,"Gavi, Nest Warden (Commander 2020 #7)",False,5
https://cards.scryfall.io/large/front/5/4/541b9d55-f237-4ff2-9e47-c58a381f0633.jpg?1641603441,Geist of Saint Traft (Crimson Vow Commander #155),False,3
https://cards.scryfall.io/large/front/6/0/600dca0f-5964-45e7-86df-f16a5b4a0106.jpg?1626098375,General Ferrous Rokiric (Modern Horizons 2 #198),False,3
https://cards.scryfall.io/large/front/6/a/6a4f5a28-0bd2-4cc4-b67f-324e89193caa.jpg?1562914700,General Jarkeld (Ice Age #27),False,4
https://cards.scryfall.io/large/front/2/c/2c3227ae-0c72-478a-a6dd-661aaf718038.jpg?1591228027,General Kudro of Drannith (Ikoria: Lair of Behemoths #187),False,3
https://cards.scryfall.io/large/front/b/f/bf2931bd-bedc-45e8-b3f0-e2a220dbac1b.jpg?1673304916,General Marhault Elsdragon (Dominaria United Commander #31),False,4
